date,close,open,high,low,vol,var
11.02.2021,"258000,8","243500,5","258000,8","243500,5","0,31K","5,95%"
10.02.2021,"243500,5",250000,"251563,1","242565,5","0,31K","-2,60%"
09.02.2021,250000,"249988,8",253498,243890,"0,58K","0,00%"
08.02.2021,"249988,9","214096,2","249988,9","211252,1","0,72K","16,76%"
07.02.2021,"214096,2","213000,1","214096,2","209100,1","0,16K","0,51%"
06.02.2021,"213000,1",205900,"217999,9",205900,"0,34K","3,45%"
05.02.2021,205900,"204555,5",205900,"204555,5","0,13K","3,99%"
04.02.2021,198000,200000,200000,198000,"0,30K","-1,00%"
03.02.2021,200000,191068,200000,191068,"0,27K","4,67%"
02.02.2021,191068,"184048,9",191068,"184048,9","0,18K","3,81%"
01.02.2021,"184048,9",182999,185990,182999,"0,17K","0,57%"
31.01.2021,182999,186060,186060,182999,"0,10K","-1,93%"
30.01.2021,186605,"187327,6","187327,6","186299,9","0,13K","-0,39%"
29.01.2021,"187327,6",178511,199002,178511,"0,68K","4,65%"
28.01.2021,178999,165150,178999,165150,"0,21K","8,39%"
27.01.2021,165150,"176114,4","176114,4",165150,"0,30K","-6,23%"
26.01.2021,"176114,4","179150,1","179150,1","176114,4","0,24K","-1,69%"
25.01.2021,"179150,1",177000,180000,177000,"0,25K","1,21%"
24.01.2021,177000,"176999,4",177000,"176999,4","0,09K","0,00%"
23.01.2021,"176999,4",181000,181000,"176357,1","0,10K","-2,21%"
22.01.2021,181000,"168899,4",181000,"168899,4","0,45K","7,16%"
21.01.2021,"168899,5","189522,3","189522,3","168899,5","0,46K","-10,96%"
20.01.2021,189700,194707,194707,189700,"0,36K","-2,62%"
19.01.2021,194800,194650,195450,194650,"0,19K","0,08%"
18.01.2021,194650,"190500,4",194650,190500,"0,17K","2,18%"
17.01.2021,"190500,4","195025,5","195025,5","190500,4","0,19K","-2,70%"
16.01.2021,"195788,3",198899,199980,"195788,3","0,14K","-1,56%"
15.01.2021,198899,"204949,7","204949,7",198899,"0,39K","-2,95%"
14.01.2021,"204949,7",197950,"204949,7",197950,"0,41K","3,54%"
13.01.2021,197950,"186724,5",197950,"186724,5","0,38K","6,01%"
12.01.2021,"186724,5",200000,200000,"186724,5","0,51K","-6,64%"
11.01.2021,200000,"210116,2","210116,2",200000,"1,15K","-4,81%"
10.01.2021,"210116,2",220000,222996,"210116,2","0,72K","-4,71%"
09.01.2021,220500,224300,224300,220500,"0,18K","-1,69%"
08.01.2021,224300,216991,224300,216991,"0,70K","3,37%"
07.01.2021,216991,199000,218898,199000,"0,69K","9,04%"
06.01.2021,199000,179000,199000,179000,"0,46K","11,17%"
05.01.2021,179000,173955,179000,169000,"0,34K","2,90%"
04.01.2021,173955,"175998,3","175998,3",173955,"0,56K","-1,16%"
03.01.2021,"175998,3",168900,"175998,3",168900,"0,30K","4,20%"
02.01.2021,"168899,6",153700,"168899,6","153457,4","0,41K","9,89%"
01.01.2021,153700,152762,153700,152762,"0,09K","0,61%"
31.12.2020,152762,"151120,8",152762,"151120,8","0,13K","1,09%"
30.12.2020,"151120,8","143970,5","151120,8","143970,5","0,29K","4,97%"
29.12.2020,"143970,5",144940,144940,"143970,5","0,21K","-0,67%"
28.12.2020,144940,139800,144940,139800,"0,21K","3,68%"
27.12.2020,139800,142345,150000,139800,"0,42K","-1,79%"
26.12.2020,142345,130000,142345,130000,"0,28K","9,50%"
25.12.2020,130000,124700,130000,124700,"0,12K","4,25%"
24.12.2020,124700,123001,124700,"122651,9","0,09K","1,38%"
23.12.2020,123001,122994,123850,122994,"0,21K","0,01%"
22.12.2020,122994,118056,122994,118056,"0,20K","4,18%"
21.12.2020,118056,119800,120000,118056,"0,20K","-1,46%"
20.12.2020,119800,120800,120800,119800,"0,09K","-0,83%"
19.12.2020,120800,118000,120800,118000,"0,14K","2,37%"
18.12.2020,118000,114220,118000,114220,"0,17K","3,31%"
17.12.2020,114220,107499,114220,107499,"0,55K","6,25%"
16.12.2020,107499,99300,107499,"99299,8","0,50K","8,26%"
15.12.2020,99300,98470,99300,"97947,6","0,09K","0,84%"
14.12.2020,98470,97500,"98509,9",97500,"0,09K","0,99%"
13.12.2020,97500,"97184,4",97500,"97184,4","0,09K","0,32%"
12.12.2020,"97184,4","92631,8","97184,4","92631,8","0,10K","4,91%"
11.12.2020,"92631,8","92519,8","92631,8","92519,8","0,16K","0,12%"
10.12.2020,"92519,8","97315,3","97315,3","92519,8","0,13K","-4,93%"
09.12.2020,"97315,3","94950,9","97315,3","94950,9","0,17K","2,49%"
08.12.2020,"94950,9","99359,7","99359,7","94950,9","0,16K","-4,44%"
07.12.2020,"99359,7",100119,100119,"99359,7","0,09K","-0,76%"
06.12.2020,100119,"99757,8",100119,99300,"0,02K","0,36%"
05.12.2020,"99757,8","97818,3","99757,8","97818,3","0,04K","1,98%"
04.12.2020,"97818,3","101145,9","101145,9","97818,3","0,15K","-3,29%"
03.12.2020,"101145,9","101259,9",101500,"101145,9","0,11K","-0,11%"
02.12.2020,"101259,9",98899,"101259,9","98455,5","0,12K","2,39%"
01.12.2020,98899,104500,104500,98899,"0,23K","-5,36%"
30.11.2020,104500,98398,104500,98398,"0,31K","6,20%"
29.11.2020,98398,96150,98398,96150,"0,08K","2,34%"
28.11.2020,96150,"92552,1",96150,"92552,1","0,09K","3,89%"
27.11.2020,"92552,1","93108,8",94500,"92552,1","0,23K","-0,60%"
26.11.2020,"93108,8",101475,101475,"93108,8","0,77K","-8,26%"
25.11.2020,101495,104300,104300,101495,"0,24K","-2,69%"
24.11.2020,104300,101200,105200,101200,"0,29K","3,06%"
23.11.2020,101200,100300,101200,"100020,3","0,17K","0,90%"
22.11.2020,100300,"100699,9","100699,9",99401,"0,13K","-0,40%"
21.11.2020,"100699,9","99999,9",101000,"99999,9","0,12K","0,70%"
20.11.2020,"99999,9",96029,"99999,9",96029,"0,29K","4,14%"
19.11.2020,96029,96600,96600,94650,"0,16K","-0,59%"
18.11.2020,96600,94600,96600,94600,"0,35K","2,11%"
17.11.2020,94600,"91097,3",94600,"91097,3","0,27K","3,84%"
16.11.2020,"91097,3",87501,"91097,3",87501,"0,24K","4,11%"
15.11.2020,87501,88100,88100,"87500,8","0,03K","-0,68%"
14.11.2020,88100,89177,89177,88100,"0,08K","-1,21%"
13.11.2020,89177,"88767,5",89177,"88767,5","0,22K","0,46%"
12.11.2020,"88767,5",85969,"88767,5",85969,"0,15K","3,26%"
11.11.2020,85969,83900,85969,83900,"0,17K","2,47%"
10.11.2020,83900,"83000,1",83900,"83000,1","0,12K","1,08%"
09.11.2020,"83000,1","84299,8","84299,8",81000,"0,19K","-1,54%"
08.11.2020,"84299,8",80495,"84299,8",80495,"0,10K","4,73%"
07.11.2020,80495,84859,84859,80495,"0,23K","-5,14%"
06.11.2020,84859,"86600,3","86600,3",84859,"0,32K","-2,01%"
05.11.2020,"86600,3",80628,"86600,3",80628,"0,31K","7,41%"
04.11.2020,80628,80500,80628,79601,"0,16K","0,16%"
03.11.2020,80500,78211,80500,78211,"0,16K","2,93%"
02.11.2020,78211,79205,79205,"78183,3","0,08K","-1,25%"
01.11.2020,79205,79405,79405,"79098,9","0,04K","-0,25%"
31.10.2020,79405,78101,79405,78101,"0,09K","1,67%"
30.10.2020,78101,"77950,2",78101,"77950,2","0,12K","0,19%"
29.10.2020,"77950,2",76899,"77950,2",76899,"0,12K","1,37%"
28.10.2020,76899,"77889,5","77889,5",76899,"0,24K","-1,27%"
27.10.2020,"77889,5","73686,3","77889,5","73686,3","0,24K","5,70%"
26.10.2020,"73686,3",73500,"73686,3",73500,"0,13K","0,25%"
25.10.2020,73500,73300,73500,73300,"0,06K","0,27%"
24.10.2020,73300,72250,73300,72250,"0,05K","1,45%"
23.10.2020,72250,"72251,2",72719,72250,"0,13K","-0,00%"
22.10.2020,"72251,2","71878,4","72251,2","71878,4","0,22K","1,19%"
21.10.2020,"71401,2","66979,3",72100,"66979,3","0,59K","6,60%"
20.10.2020,"66979,3","66000,3","66979,3","66000,3","0,17K","1,48%"
19.10.2020,"66000,3","64971,7","66000,3",64820,"0,15K","1,58%"
18.10.2020,"64971,7",64600,"64971,7",64600,"0,01K","0,58%"
17.10.2020,64600,"64475,9",64600,"64475,9","0,02K","0,19%"
16.10.2020,"64475,9",65000,65000,"64475,9","0,17K","-0,81%"
15.10.2020,65000,"64100,6",65000,"64100,6","0,14K","1,40%"
14.10.2020,"64100,6","63601,7","64100,6","63601,7","0,14K","0,78%"
13.10.2020,"63601,7","63849,8","63849,8","63601,7","0,13K","-0,39%"
12.10.2020,"63849,8",63000,"63849,8","62817,4","0,07K","1,35%"
11.10.2020,63000,"62747,2",63000,"62747,2","0,03K","0,40%"
10.10.2020,"62747,2",61960,"62747,2",61960,"0,06K","1,27%"
09.10.2020,61960,"61218,5",61960,"61218,5","0,16K","1,21%"
08.10.2020,"61218,5","60499,9","61218,5","59871,2","0,15K","1,19%"
07.10.2020,"60499,9","59800,4","60499,9","59800,4","0,13K","1,17%"
06.10.2020,"59800,4","60211,4","60211,4","59800,4","0,09K","-0,68%"
05.10.2020,"60211,4","60569,3","60778,4","60211,4","0,09K","-0,59%"
04.10.2020,"60569,3",60250,"60569,3",60249,"0,01K","0,53%"
03.10.2020,60250,60800,60800,60250,"0,01K","-0,90%"
02.10.2020,60800,"60648,5",60800,"60648,5","0,10K","0,25%"
01.10.2020,"60648,5","60910,9","61037,2","60648,5","0,13K","-0,43%"
30.09.2020,"60910,9",60995,60995,"60770,1","0,18K","-0,14%"
29.09.2020,60995,60700,61293,60700,"0,13K","0,49%"
28.09.2020,60700,59948,60700,59948,"0,18K","1,25%"
27.09.2020,59948,"59720,5",59948,"59635,5","0,02K","0,38%"
26.09.2020,"59720,5",59810,59810,"59720,5","0,02K","-0,15%"
25.09.2020,59810,"59501,1",59810,"59501,1","0,14K","0,52%"
24.09.2020,"59501,1","57881,4","59501,1","57881,4","0,13K","2,80%"
23.09.2020,"57881,4",57880,"57881,4",57880,"0,13K","0,00%"
22.09.2020,57880,"57050,6",57880,"57050,6","0,10K","1,45%"
21.09.2020,"57050,6",59050,59050,"57050,6","0,21K","-3,39%"
20.09.2020,59050,59750,59750,59050,"0,04K","-1,17%"
19.09.2020,59750,59285,59750,59285,"0,05K","0,78%"
18.09.2020,59285,"58145,2",59285,"58145,2","0,08K","1,96%"
17.09.2020,"58145,2",58350,58350,"58145,2","0,14K","-0,35%"
16.09.2020,58350,57700,58350,57700,"0,15K","1,13%"
15.09.2020,57700,57000,57950,57000,"0,18K","1,23%"
14.09.2020,57000,55781,57000,55781,"0,14K","2,19%"
13.09.2020,55781,"55856,4",56250,55781,"0,02K","-0,14%"
12.09.2020,"55856,4","56076,3","56076,3","55856,4","0,02K","-0,39%"
11.09.2020,"56076,3",55707,"56076,3",55707,"0,09K","0,66%"
10.09.2020,55707,55245,55707,55245,"0,11K","0,84%"
09.09.2020,55245,"54348,4",55245,"54348,4","0,11K","1,65%"
08.09.2020,"54348,4",55200,55200,"54348,4","0,17K","-1,54%"
07.09.2020,55200,"55662,4","55662,4","53620,6","0,07K","-0,83%"
06.09.2020,"55662,4","54556,2","55662,4","54556,2","0,03K","2,09%"
05.09.2020,54523,"56515,6","56515,6",54523,"0,10K","-3,53%"
04.09.2020,"56515,6","55988,4","56515,6","55988,4","0,30K","0,94%"
03.09.2020,"55988,4","62217,8","62217,8","55988,4","0,40K","-10,01%"
02.09.2020,"62217,8",64900,64900,"61601,8","0,30K","-4,13%"
01.09.2020,64900,64400,64900,64400,"0,12K","0,78%"
31.08.2020,64400,"63350,9",64400,"63284,8","0,10K","1,66%"
30.08.2020,"63350,9",62700,63597,62700,"0,02K","1,04%"
29.08.2020,62700,63400,63400,62700,"0,04K","-1,10%"
28.08.2020,63400,"63599,9","63599,9",63400,"0,11K","-0,31%"
27.08.2020,"63599,9","64655,2","64655,2","63599,9","0,16K","-1,63%"
26.08.2020,"64655,2",63610,"64655,2",63610,"0,10K","1,64%"
25.08.2020,63610,"66269,5","66269,5","63477,4","0,30K","-4,63%"
24.08.2020,66700,66100,66700,66100,"0,09K","0,91%"
23.08.2020,66100,66112,"66228,5",66100,"0,02K","-0,02%"
22.08.2020,66112,"65714,8",66112,"65714,8","0,08K","0,60%"
21.08.2020,"65714,8",66655,66655,"65714,8","0,12K","-1,41%"
20.08.2020,66655,65980,67300,65980,"0,13K","1,02%"
19.08.2020,65980,"66453,3","66453,3","65798,5","0,20K","-0,71%"
18.08.2020,"66453,3",67501,67699,"66453,3","0,21K","-1,55%"
17.08.2020,67501,"64270,3",67501,"64270,3","0,30K","5,03%"
16.08.2020,"64270,3",64280,"64499,9",64052,"0,02K","-0,02%"
15.08.2020,64280,63905,64280,63905,"0,04K","0,59%"
14.08.2020,63905,"63020,7",63905,"63020,7","0,12K","1,40%"
13.08.2020,"63020,7",63140,63150,"63020,7","0,10K","-0,19%"
12.08.2020,63140,"62410,4",63140,"62410,4","0,14K","1,17%"
11.08.2020,"62410,4",65579,65579,"61155,9","0,36K","-4,83%"
10.08.2020,65579,63700,65579,63700,"0,26K","2,95%"
09.08.2020,63700,63802,63802,"63511,5","0,03K","-0,16%"
08.08.2020,63802,63141,63802,63141,"0,05K","1,05%"
07.08.2020,63141,63500,63500,63141,"0,15K","-0,57%"
06.08.2020,63500,62000,63500,62000,"0,21K","2,58%"
05.08.2020,"61903,1",59950,"61903,1",59950,"0,25K","3,26%"
04.08.2020,59950,59840,"60248,2",59840,"0,10K","0,18%"
03.08.2020,59840,"58682,1",59840,58280,"0,23K","2,65%"
02.08.2020,"58296,4","61298,1","61298,1",58208,"0,25K","-4,90%"
01.08.2020,"61298,1","59163,5","61298,1","59163,5","0,22K","3,61%"
31.07.2020,"59163,5",57330,"59163,5",57330,"0,24K","3,20%"
30.07.2020,57330,57451,57451,56891,"0,21K","-0,21%"
29.07.2020,57451,56165,57451,56165,"0,35K","2,29%"
28.07.2020,56165,55300,56656,55300,"0,38K","1,26%"
27.07.2020,55465,50405,55465,50405,"0,92K","10,04%"
26.07.2020,50405,"50400,2","50500,8","50400,2","0,12K","0,01%"
25.07.2020,"50400,2",50150,"50400,2",50100,"0,07K","0,50%"
24.07.2020,50150,49850,50150,49850,"0,10K","0,60%"
23.07.2020,49850,49321,49850,49321,"0,15K","1,07%"
22.07.2020,49321,49143,49321,"49110,6","0,21K","0,36%"
21.07.2020,49143,49748,49748,49143,"0,13K","-1,22%"
20.07.2020,49748,49680,49748,49680,"0,12K","0,14%"
19.07.2020,49680,49636,49680,49636,"0,02K","0,09%"
18.07.2020,49636,"49999,9","49999,9","49600,1","0,02K","-0,73%"
17.07.2020,"49999,9",49320,"49999,9",49320,"0,12K","1,38%"
16.07.2020,49320,49868,49868,49320,"0,21K","-1,10%"
15.07.2020,49868,"50073,4","50100,1",49868,"0,15K","-0,41%"
14.07.2020,"50073,4","50042,2",50124,"50042,2","0,13K","0,06%"
13.07.2020,"50042,2",49920,"50042,2","49800,4","0,15K","0,24%"
12.07.2020,49920,49743,49920,49743,"0,02K","0,36%"
11.07.2020,49743,"49905,9","49905,9",49743,"0,01K","-0,33%"
10.07.2020,"49905,9",49899,"49905,9",49899,"0,13K","0,01%"
09.07.2020,49899,"50360,1","50360,1",49899,"0,15K","-0,92%"
08.07.2020,"50360,1","49900,1","50360,1","49900,1","0,18K","0,92%"
07.07.2020,"49900,1",49890,"49900,1",49707,"0,13K","0,02%"
06.07.2020,49890,"49047,1",49890,48970,"0,13K","1,72%"
05.07.2020,"49047,1","49262,9","49262,9",48800,"0,03K","-0,44%"
04.07.2020,"49262,9",49075,49400,48750,"0,02K","0,38%"
03.07.2020,49075,"49209,6",49900,48701,"0,14K","-0,27%"
02.07.2020,"49209,6",49990,50000,48100,"0,21K","-1,56%"
01.07.2020,49990,50200,50487,49710,"0,11K","-0,42%"
30.06.2020,50200,49840,50500,49667,"0,11K","0,72%"
29.06.2020,49840,"49948,7","50062,3",49314,"0,08K","-0,22%"
28.06.2020,"49948,7","49678,2",50000,"49501,1","0,02K","0,54%"
27.06.2020,"49678,2","49915,1",50050,49299,"0,04K","-0,47%"
26.06.2020,"49915,1",49755,50250,49260,"0,11K","0,32%"
25.06.2020,49755,49825,"50279,9",48900,"0,13K","-0,14%"
24.06.2020,49825,49760,50260,48900,"0,14K","0,13%"
23.06.2020,49760,50721,50959,49750,"0,17K","-1,89%"
22.06.2020,50721,49763,51000,49660,"0,13K","1,93%"
21.06.2020,49763,49750,50290,"49659,9","0,02K","0,03%"
20.06.2020,49750,49900,49900,"49602,7","0,02K","-0,30%"
19.06.2020,49900,50500,50770,"49551,2","0,11K","-1,00%"
18.06.2020,50405,"49499,8",50900,"49278,4","0,16K","1,83%"
17.06.2020,"49499,8",49585,49950,49099,"0,11K","-0,17%"
16.06.2020,49585,48600,49899,"48259,1","0,21K","2,03%"
15.06.2020,48600,47750,48950,"46112,5","0,21K","1,78%"
14.06.2020,47750,"47788,9",48200,"47504,6","0,03K","-0,08%"
13.06.2020,"47788,9","48100,1",48260,"47552,1","0,03K","-0,65%"
12.06.2020,"48100,1","47262,5",48500,"46900,1","0,15K","1,77%"
11.06.2020,"47262,5",49350,"49549,8",46500,"0,24K","-4,23%"
10.06.2020,49350,"48388,5",49500,47801,"0,15K","1,99%"
09.06.2020,"48388,5","48096,8",48590,47101,"0,15K","0,61%"
08.06.2020,"48096,9","49394,4",49395,47040,"0,23K","-2,63%"
07.06.2020,"49394,4","49072,9",50490,47650,"0,15K","0,66%"
06.06.2020,"49072,9","48522,2",49500,48200,"0,06K","0,73%"
05.06.2020,"48715,1","50400,6",50990,48500,"0,28K","-3,34%"
04.06.2020,"50400,6","49500,2","50912,8",48608,"0,13K","1,82%"
03.06.2020,"49500,2","50442,1",51399,48600,"0,34K","-1,87%"
02.06.2020,"50442,1",54000,54439,49900,"0,46K","-6,59%"
01.06.2020,54000,"50861,1",54998,50806,"0,32K","6,17%"
31.05.2020,"50861,1","51499,9",51596,"50710,1","0,04K","-1,24%"
30.05.2020,"51499,9",50650,51650,50200,"0,06K","1,68%"
29.05.2020,50650,"51702,4",51910,50650,"0,14K","-2,04%"
28.05.2020,"51702,4",49168,51990,48650,"0,29K","5,15%"
27.05.2020,49168,"47799,9",49920,47275,"0,23K","2,86%"
26.05.2020,"47799,9","49943,8",49950,47210,"0,27K","-4,29%"
25.05.2020,"49943,8",49565,50001,"48095,9","0,32K","0,76%"
24.05.2020,49565,51601,51990,49500,"0,14K","-3,95%"
23.05.2020,51601,"51620,3",52300,51288,"0,05K","-0,04%"
22.05.2020,"51620,3",51305,52499,50551,"0,26K","0,61%"
21.05.2020,51305,55280,55280,50000,"0,54K","-7,19%"
20.05.2020,55280,55935,56298,54001,"0,25K","-1,17%"
19.05.2020,55935,"55889,5",56000,55000,"0,19K","0,08%"
18.05.2020,"55889,5",55600,56480,55000,"0,21K","0,52%"
17.05.2020,55600,"54207,4",56659,54200,"0,19K","2,57%"
16.05.2020,"54207,4",53898,54890,53500,"0,08K","0,57%"
15.05.2020,53898,56208,"56399,9",53299,"0,38K","-4,11%"
14.05.2020,56208,54600,"57464,2",53701,"0,53K","2,95%"
13.05.2020,54600,51335,55000,51202,"0,48K","6,36%"
12.05.2020,51335,49900,52500,"49253,1","0,31K","2,88%"
11.05.2020,49900,"49498,9",54000,48010,"0,87K","0,81%"
10.05.2020,"49498,9",52220,52498,47000,"0,63K","-5,21%"
09.05.2020,52220,54450,56000,48115,"0,61K","-4,10%"
08.05.2020,54450,57880,"58888,9",46201,"0,98K","-5,93%"
07.05.2020,57880,"52577,9",58000,51523,"0,78K","10,04%"
06.05.2020,52600,49655,"53080,6",49451,"0,60K","5,93%"
05.05.2020,49655,48930,49800,"48417,5","0,28K","1,38%"
04.05.2020,"48976,9","48744,6",49460,47800,"0,33K","0,48%"
03.05.2020,"48744,6",47900,49000,"47761,1","0,18K","1,76%"
02.05.2020,47900,47699,48200,"47262,5","0,09K","0,42%"
01.05.2020,47699,46700,48497,46700,"0,15K","2,14%"
30.04.2020,46700,"46443,2",48500,45000,"0,71K","0,43%"
29.04.2020,46498,"43052,1",47000,"42763,7","0,75K","8,00%"
28.04.2020,"43052,1",43392,43900,"42600,1","0,30K","-0,78%"
27.04.2020,43392,41715,44000,41715,"0,39K","4,02%"
26.04.2020,41715,41212,42000,41210,"0,06K","1,22%"
25.04.2020,41212,41050,41900,41000,"0,09K","0,39%"
24.04.2020,41050,"40065,1",42498,39600,"0,52K","2,50%"
23.04.2020,40050,"38000,3",41000,37809,"0,61K","5,39%"
22.04.2020,"38000,3",36801,38400,"36661,1","0,30K","3,26%"
21.04.2020,36800,"36807,7","36989,2",36510,"0,04K","-0,02%"
20.04.2020,"36807,7",37158,37666,36401,"0,20K","-0,94%"
19.04.2020,37158,37520,37520,37000,"0,04K","-0,69%"
18.04.2020,37415,"37119,6",37700,36835,"0,09K","0,80%"
17.04.2020,"37119,6",37000,37500,36701,"0,14K","0,32%"
16.04.2020,37001,"35166,4",37400,34700,"0,34K","5,22%"
15.04.2020,"35166,4",35750,36400,35150,"0,19K","-1,63%"
14.04.2020,35750,35880,36700,35690,"0,21K","-0,36%"
13.04.2020,35880,36211,"36529,6","34500,9","0,34K","-0,91%"
12.04.2020,36210,"36159,9",37450,"35512,5","0,07K","1,28%"
11.04.2020,"35750,7",35800,36400,35360,"0,07K","-0,14%"
10.04.2020,35800,"37250,1",37590,"35107,5","0,17K","-3,89%"
09.04.2020,"37250,1",37850,"38073,1",37000,"0,23K","-1,27%"
08.04.2020,37730,"37250,1","38482,2",37250,"0,20K","1,29%"
07.04.2020,"37250,1",37900,38897,"36600,5","0,40K","-1,71%"
06.04.2020,37900,"35320,4",37900,"35320,4","0,48K","7,30%"
05.04.2020,"35320,4",35800,35800,35260,"0,05K","-1,34%"
04.04.2020,35800,35600,36000,"35351,1","0,08K","0,56%"
03.04.2020,35600,34756,36000,34500,"0,33K","2,43%"
02.04.2020,34756,33511,36500,33099,"0,72K","3,72%"
01.04.2020,33511,32769,33700,32000,"0,31K","2,26%"
31.03.2020,32769,"33198,2",33500,"31509,1","0,34K","-1,29%"
30.03.2020,"33198,2",31095,"33606,1",31000,"0,27K","6,76%"
29.03.2020,31095,32250,32394,31000,"0,10K","-3,58%"
28.03.2020,32250,"33102,8",33187,31245,"0,18K","-2,58%"
27.03.2020,"33102,8",33998,34250,32900,"0,18K","-2,63%"
26.03.2020,33998,"33725,1",34080,33300,"0,17K","0,81%"
25.03.2020,"33725,1",34200,34650,33502,"0,25K","-1,39%"
24.03.2020,34200,"32606,3",34487,32500,"0,35K","4,89%"
23.03.2020,"32606,3",31000,33349,30701,"0,31K","5,18%"
22.03.2020,31000,32170,32650,30800,"0,12K","-3,64%"
21.03.2020,32170,"31820,5",32990,"30900,1","0,14K","1,10%"
20.03.2020,"31820,5",32159,35789,29500,"0,72K","-1,05%"
19.03.2020,32159,"27700,4",33000,27351,"0,78K","16,10%"
18.03.2020,"27700,4","27345,6",28000,26300,"0,30K","1,30%"
17.03.2020,"27345,6","25720,2",27998,25200,"0,41K","6,32%"
16.03.2020,"25720,2",27999,27999,24000,"0,73K","-8,14%"
15.03.2020,27999,27300,30000,26530,"0,17K","2,56%"
14.03.2020,27300,28995,29000,26500,"0,19K","-5,85%"
13.03.2020,28995,"25999,9",34500,20510,"1,38K","11,52%"
12.03.2020,"25999,9","38429,9",38600,25500,"1,09K","-32,34%"
11.03.2020,"38429,9","37359,9",38660,36250,"0,23K","2,86%"
10.03.2020,"37359,9",38249,39225,"36784,1","0,30K","-2,32%"
09.03.2020,38249,"38612,5",40270,37000,"0,50K","-0,94%"
08.03.2020,"38612,5","41453,1","41453,1",38601,"0,16K","-6,85%"
07.03.2020,"41453,1",42300,"42441,9",41350,"0,05K","-2,00%"
06.03.2020,42300,42100,"42900,7","41612,3","0,18K","0,48%"
05.03.2020,42100,40355,"42962,5","40049,3","0,24K","4,32%"
04.03.2020,40355,"39963,4",40700,"39603,8","0,15K","0,98%"
03.03.2020,"39963,4",40300,"40732,2",39500,"0,14K","-1,08%"
02.03.2020,"40399,1",38750,"40799,2",38550,"0,20K","4,26%"
01.03.2020,38750,"39000,1","39348,9",38450,"0,08K","-0,64%"
29.02.2020,"39000,1","39578,1",39757,"39000,1","0,04K","-1,46%"
28.02.2020,"39578,1",40000,"40493,9",38300,"0,17K","-1,05%"
27.02.2020,40000,39750,"41020,3","38505,1","0,29K","0,63%"
26.02.2020,39750,"41677,1",41988,38900,"0,34K","-4,62%"
25.02.2020,"41677,1","42913,9",43000,41501,"0,09K","-2,88%"
24.02.2020,"42913,9","43726,2",43769,42502,"0,05K","-1,86%"
23.02.2020,"43726,2",42970,43789,42771,"0,04K","1,76%"
22.02.2020,42970,43000,"43479,9","42757,4","0,03K","-0,07%"
21.02.2020,43000,42550,43999,42450,"0,14K","1,30%"
20.02.2020,42450,"43097,5",43999,42101,"0,23K","-1,50%"
19.02.2020,"43097,5","44220,1",44900,41800,"0,24K","-2,54%"
18.02.2020,"44220,1","42400,4",44900,"42317,4","0,28K","4,29%"
17.02.2020,"42400,4",43400,"43449,6",41101,"0,29K","-2,30%"
16.02.2020,43400,43230,44000,42500,"0,12K","0,39%"
15.02.2020,43230,"44660,5",45100,42500,"0,19K","-3,20%"
14.02.2020,"44660,5","44607,9",45200,44450,"0,14K","-0,03%"
13.02.2020,44675,45110,45500,44385,"0,25K","-0,96%"
12.02.2020,45110,44194,45430,44194,"0,29K","1,94%"
11.02.2020,44250,42771,44700,42250,"0,38K","3,46%"
10.02.2020,42771,43850,43990,41850,"0,30K","-2,46%"
09.02.2020,43850,42590,44000,42590,"0,16K","2,96%"
08.02.2020,42590,42285,42700,42000,"0,09K","0,72%"
07.02.2020,42285,41800,42500,41696,"0,23K","1,16%"
06.02.2020,41800,40690,42000,40501,"0,24K","2,73%"
05.02.2020,40690,39376,41202,39050,"0,35K","3,34%"
04.02.2020,39376,39700,39914,38700,"0,21K","-0,82%"
03.02.2020,39700,"40198,1",40501,39402,"0,19K","-1,24%"
02.02.2020,"40198,1","39935,9",40501,39600,"0,10K","0,66%"
01.02.2020,"39935,9","39890,8",40205,39700,"0,05K","0,11%"
31.01.2020,"39890,8",39991,40299,39000,"0,25K","-0,29%"
30.01.2020,40005,"39185,1","40588,9","38551,1","0,49K","2,09%"
29.01.2020,"39185,1",38950,39530,38450,"0,38K","0,68%"
28.01.2020,38920,"37000,2",39000,37000,"0,41K","5,19%"
27.01.2020,"37000,2",35950,37790,"35891,3","0,37K","2,92%"
26.01.2020,35950,"35177,2",35977,"35056,2","0,04K","2,20%"
25.01.2020,"35177,2","35649,1",35800,35010,"0,05K","-1,32%"
24.01.2020,"35649,1",35230,36000,34450,"0,19K","1,23%"
23.01.2020,35216,"36595,8",36640,34590,"0,25K","-3,77%"
22.01.2020,"36595,8","36919,5",37000,36500,"0,13K","-0,88%"
21.01.2020,"36919,5",36650,37000,36350,"0,15K","0,74%"
20.01.2020,36650,"36599,7","36996,1",35619,"0,21K","0,14%"
19.01.2020,"36599,7",37260,38000,35501,"0,21K","-1,77%"
18.01.2020,37260,"37226,5",37500,37055,"0,09K","0,09%"
17.01.2020,"37226,5","36471,8",37499,36386,"0,26K","2,07%"
16.01.2020,"36471,8","36879,4","36919,8",35710,"0,24K","-1,11%"
15.01.2020,"36879,4",36223,37200,35463,"0,31K","1,81%"
14.01.2020,36223,"33518,9",36500,"33384,5","0,68K","8,07%"
13.01.2020,"33518,9",33188,33798,32900,"0,21K","1,00%"
12.01.2020,33188,32860,33470,"32515,2","0,04K","1,00%"
11.01.2020,32860,"33208,8","33450,4",32800,"0,07K","-1,05%"
10.01.2020,"33208,8","32276,5","33369,8",31800,"0,24K","2,89%"
