date,close,open,high,low,vol,var
25.11.2018,"15071,3",14902,16000,13900,"0,21K","1,07%"
24.11.2018,14912,16750,16921,14202,"0,24K","-10,97%"
23.11.2018,16750,17000,17697,16470,"0,24K","-2,62%"
22.11.2018,17200,17770,18198,17000,"0,27K","-3,10%"
21.11.2018,17750,15790,18300,15207,"0,28K","12,41%"
20.11.2018,15790,"18248,5",19000,15550,"0,38K","-12,79%"
19.11.2018,18105,"21069,5",21150,17803,"0,29K","-14,07%"
18.11.2018,"21069,5","21129,2",21297,20954,"0,03K","-0,28%"
17.11.2018,"21129,2",21050,21400,20801,"0,04K","0,38%"
16.11.2018,21050,21100,22300,20450,"0,15K","-0,24%"
15.11.2018,21100,21999,22297,"20178,7","0,12K","-4,09%"
14.11.2018,21999,24298,24300,21500,"0,27K","-9,46%"
13.11.2018,24298,24050,24446,"23956,2","0,08K","1,03%"
12.11.2018,24050,24130,24310,24000,"0,08K","-0,33%"
11.11.2018,24130,24282,24299,24005,"0,02K","-0,63%"
10.11.2018,24282,"24190,1",24300,24000,"0,02K","0,38%"
09.11.2018,"24190,1",24450,24450,24000,"0,08K","-1,07%"
08.11.2018,24451,24651,24800,24200,"0,10K","-1,17%"
07.11.2018,24740,24295,24884,24202,"0,12K","2,22%"
06.11.2018,24202,24150,24500,23600,"0,14K","0,22%"
05.11.2018,24150,23599,"24229,3",23301,"0,17K","2,34%"
04.11.2018,23598,23400,23790,23090,"0,04K","0,85%"
03.11.2018,23400,23750,23750,23352,"0,02K","-1,47%"
02.11.2018,23750,23963,"23964,9","23345,9","0,02K","-0,89%"
01.11.2018,23963,23800,24000,22200,"0,11K","0,68%"
31.10.2018,23800,23450,24000,"23270,5","0,10K","1,49%"
30.10.2018,23450,23400,23690,23000,"0,08K","-0,19%"
29.10.2018,"23494,8","23213,2",23650,22200,"0,17K","1,21%"
28.10.2018,"23213,2",23610,"23757,8","23213,2","0,02K","-1,67%"
27.10.2018,23608,"23800,2",23999,23601,"0,02K","-0,81%"
26.10.2018,"23800,2",24003,24274,23700,"0,07K","-0,84%"
25.10.2018,"24002,5",24225,24396,23903,"0,07K","-0,92%"
24.10.2018,24225,"24045,5",24400,23500,"0,12K","0,74%"
23.10.2018,24046,"23908,2",24300,23650,"0,09K","0,58%"
22.10.2018,"23908,2",24195,24398,23900,"0,13K","-0,80%"
21.10.2018,24100,24091,"24288,7",24060,"0,01K","0,04%"
20.10.2018,24091,24189,24289,24000,"0,02K","-0,41%"
19.10.2018,24189,"24457,6",24480,23820,"0,08K","-1,10%"
18.10.2018,"24457,6",24299,24499,24125,"0,08K","0,65%"
17.10.2018,24299,24400,24549,24101,"0,09K","-0,09%"
16.10.2018,"24320,2",24498,24600,24100,"0,10K","-0,73%"
15.10.2018,24498,23862,25495,"23803,5","0,19K","1,78%"
14.10.2018,"24068,9",24090,24095,"23536,9","0,04K","-0,09%"
13.10.2018,24090,"24062,8",24124,23700,"0,02K","0,11%"
12.10.2018,"24062,8",23815,24190,23710,"0,05K","1,04%"
11.10.2018,23815,25141,25280,"23623,3","0,33K","-5,80%"
10.10.2018,25280,"25231,5",25600,24900,"0,15K","0,19%"
09.10.2018,"25231,5",25680,"25881,1",25000,"0,14K","-1,75%"
08.10.2018,25680,25695,25940,25200,"0,16K","-0,06%"
07.10.2018,25695,25870,26300,25540,"0,03K","-0,68%"
06.10.2018,25870,"26060,2",26260,25850,"0,02K","-0,73%"
05.10.2018,"26060,2","25883,1",26300,"25711,1","0,10K","0,68%"
04.10.2018,"25883,1",25808,26400,25612,"0,10K","0,29%"
03.10.2018,25808,26352,26548,"25262,2","0,20K","-2,79%"
02.10.2018,26548,27054,27100,26066,"0,17K","-1,87%"
01.10.2018,27054,"26730,1",27100,"26688,1","0,11K","1,21%"
30.09.2018,"26730,1",26820,"26999,9",26712,"0,02K","-0,34%"
29.09.2018,26820,26951,27100,"26701,2","0,02K","-0,49%"
28.09.2018,26951,27090,27294,26700,"0,10K","0,00%"
27.09.2018,26950,26760,27196,26545,"0,11K","0,71%"
26.09.2018,26760,26706,27200,"26612,3","0,11K","0,20%"
25.09.2018,26706,27545,27545,26500,"0,17K","-3,05%"
24.09.2018,27545,"27338,1",27683,26851,"0,10K","0,76%"
23.09.2018,"27338,1","27229,4",27349,"27052,5","0,01K","0,40%"
22.09.2018,"27229,4",27320,27650,27000,"0,03K","-0,33%"
21.09.2018,27320,26901,27700,26770,"0,15K","1,56%"
20.09.2018,26901,26750,27051,26524,"0,09K","0,56%"
19.09.2018,26752,27000,27100,26000,"0,17K","-0,92%"
18.09.2018,27000,26570,27290,26300,"0,12K","1,93%"
17.09.2018,26490,27259,27489,26350,"0,14K","-2,82%"
16.09.2018,27259,27430,27597,27100,"0,02K","-0,62%"
15.09.2018,27430,27650,27700,27402,"0,03K","-0,80%"
14.09.2018,27650,"27488,1",27800,27361,"0,07K","0,57%"
13.09.2018,"27492,6",26814,27899,26814,"0,15K","2,49%"
12.09.2018,26824,26615,"26996,1",26252,"0,14K","0,79%"
11.09.2018,26615,26645,26850,26243,"0,10K","-0,11%"
10.09.2018,26645,26930,27470,26002,"0,13K","-1,06%"
09.09.2018,26930,26531,27600,26309,"0,06K","1,50%"
08.09.2018,26531,"27222,1",27380,26500,"0,06K","-2,54%"
07.09.2018,"27222,1",27775,27910,27101,"0,06K","-1,99%"
06.09.2018,27775,28400,29000,26850,"0,25K","-1,86%"
05.09.2018,28300,30799,30998,28300,"0,25K","-7,81%"
04.09.2018,30698,30060,31020,"29900,1","0,20K","2,12%"
03.09.2018,30060,29199,30540,28800,"0,24K","2,95%"
02.09.2018,29199,29101,"29299,5",28900,"0,03K","0,34%"
01.09.2018,29101,29040,29348,"28780,5","0,06K","0,21%"
31.08.2018,29040,28815,29399,28549,"0,12K","0,78%"
30.08.2018,28815,"29066,9",29100,28234,"0,12K","-0,87%"
29.08.2018,"29066,9",28713,29500,28218,"0,18K","0,44%"
28.08.2018,28940,"27698,9",29235,27530,"0,23K","4,48%"
27.08.2018,"27698,9",26829,27750,26645,"0,12K","3,24%"
26.08.2018,26829,27100,27200,26600,"0,03K","-1,00%"
25.08.2018,27100,27016,"27456,6","26903,4","0,05K","0,31%"
24.08.2018,27016,26351,27275,26275,"0,11K","2,53%"
23.08.2018,26350,"25592,3","26782,7",25550,"0,08K","2,96%"
22.08.2018,"25592,3",26096,27500,25569,"0,18K","-1,93%"
21.08.2018,26096,25510,26100,25510,"0,08K","1,63%"
20.08.2018,"25677,8","25898,9",25950,25507,"0,09K","-0,85%"
19.08.2018,"25898,9",25780,25899,25561,"0,02K","0,46%"
18.08.2018,25780,25861,26000,25451,"0,04K","-0,31%"
17.08.2018,25861,25436,25990,"25195,9","0,09K","1,67%"
16.08.2018,25436,25200,25600,24718,"0,10K","0,94%"
15.08.2018,25200,24598,25998,24432,"0,18K","2,45%"
14.08.2018,24598,24930,25600,23999,"0,26K","-1,33%"
13.08.2018,24930,25160,25793,24660,"0,09K","-0,91%"
12.08.2018,25160,25068,25400,24900,"0,02K","0,37%"
11.08.2018,25068,24800,25500,24450,"0,04K","1,00%"
10.08.2018,24819,25600,26090,24500,"0,16K","-3,05%"
09.08.2018,25600,25400,25988,24500,"0,19K","0,79%"
08.08.2018,25400,26140,26140,24100,"0,33K","-2,83%"
07.08.2018,26140,26770,27300,25612,"0,18K","-2,35%"
06.08.2018,26770,27369,28000,26200,"0,14K","-2,19%"
05.08.2018,27369,27060,27600,"26875,1","0,04K","1,14%"
04.08.2018,27060,"28588,9",28800,26838,"0,10K","-5,35%"
03.08.2018,"28588,9",29006,29021,28053,"0,13K","-1,44%"
02.08.2018,29006,"28904,1",29780,28600,"0,09K","0,35%"
01.08.2018,"28904,1","29490,1",29560,"28609,7","0,13K","-1,99%"
31.07.2018,"29490,1","30625,3",30910,29200,"0,15K","-3,71%"
30.07.2018,"30625,3",30720,31000,30000,"0,11K","-0,31%"
29.07.2018,30720,30869,30999,30521,"0,02K","-0,48%"
28.07.2018,30869,30510,30900,30510,"0,03K","1,18%"
27.07.2018,30510,29854,31150,29200,"0,15K","2,20%"
26.07.2018,29854,30793,31300,29149,"0,18K","-3,05%"
25.07.2018,30793,31900,31989,30100,"0,20K","-3,47%"
24.07.2018,31900,29698,31900,29600,"0,27K","7,68%"
23.07.2018,29625,28639,29842,"28303,9","0,16K","3,44%"
22.07.2018,28639,28551,28900,"28471,1","0,03K","0,15%"
21.07.2018,"28597,5","28572,8",28798,28001,"0,04K","0,09%"
20.07.2018,"28572,8","28813,1",29138,28268,"0,12K","-0,83%"
19.07.2018,"28813,1",28306,29200,28000,"0,11K","1,79%"
18.07.2018,28306,27949,29323,27500,"0,26K","1,28%"
17.07.2018,27949,25871,28497,25601,"0,31K","8,03%"
16.07.2018,25871,"24780,3",26000,24550,"0,14K","4,40%"
15.07.2018,"24780,3",24370,25000,24366,"0,03K","1,68%"
14.07.2018,24370,24356,"24599,8",24305,"0,02K","0,06%"
13.07.2018,24356,"24398,1",24600,24251,"0,09K","-0,17%"
12.07.2018,"24398,1",25200,25281,23801,"0,15K","-3,18%"
11.07.2018,25200,25098,"25494,3","24730,1","0,10K","0,80%"
10.07.2018,25000,26145,26300,"24717,3","0,15K","-4,38%"
09.07.2018,26146,26000,26500,25900,"0,09K","0,56%"
08.07.2018,26000,26250,26280,25900,"0,02K","-0,95%"
07.07.2018,26250,25900,"26297,8",25732,"0,04K","1,35%"
06.07.2018,25900,25938,26120,25701,"0,07K","-0,15%"
05.07.2018,25938,26000,26180,25520,"0,09K","-0,24%"
04.07.2018,26000,25586,26453,25000,"0,15K","1,17%"
03.07.2018,25700,"25720,1",26190,25480,"0,08K","-0,39%"
02.07.2018,"25800,3",24800,26389,24500,"0,15K","4,03%"
01.07.2018,24800,24849,24900,24365,"0,04K","-0,20%"
30.06.2018,24849,"24043,4",25000,24040,"0,07K","3,35%"
29.06.2018,"24043,4","23129,4","24251,1",22802,"0,10K","3,95%"
28.06.2018,"23129,4",24030,24199,22647,"0,09K","-3,75%"
27.06.2018,24030,24000,24150,"23589,2","0,09K","0,13%"
26.06.2018,24000,"24132,8",26499,23507,"0,13K","-0,55%"
25.06.2018,"24132,8","23650,1",24500,23450,"0,07K","2,04%"
24.06.2018,"23650,1","24399,3","24399,3","22780,3","0,06K","-3,07%"
23.06.2018,"24399,3",23690,24600,"23505,1","0,05K","2,99%"
22.06.2018,23690,25803,26155,23100,"0,19K","-8,19%"
21.06.2018,25803,26000,26211,25700,"0,07K","-0,76%"
20.06.2018,26000,26200,26420,25577,"0,07K","-0,76%"
19.06.2018,26200,"26207,1",26450,26000,"0,08K","-0,03%"
18.06.2018,"26207,1",25590,26499,25000,"0,11K","2,41%"
17.06.2018,25590,25596,25649,25302,"0,01K","-0,02%"
16.06.2018,25596,25140,25800,25115,"0,04K","1,81%"
15.06.2018,25140,"26475,6","26475,6",25100,"0,09K","-5,04%"
14.06.2018,"26475,6",24070,26660,"24000,1","0,17K","9,99%"
13.06.2018,24070,25349,25350,"23651,3","0,20K","-5,05%"
12.06.2018,25349,26601,26990,25005,"0,17K","-4,71%"
11.06.2018,26601,26451,27798,26000,"0,20K","0,57%"
10.06.2018,26451,29056,29469,26440,"0,14K","-8,97%"
09.06.2018,29056,29250,29999,"29051,1","0,05K","-0,36%"
08.06.2018,29160,30000,30304,29151,"0,11K","-2,70%"
07.06.2018,29970,29590,30400,29365,"0,12K","1,28%"
06.06.2018,29590,29090,29700,28920,"0,08K","2,03%"
05.06.2018,29000,28750,29301,28215,"0,09K","0,87%"
04.06.2018,28750,29080,"29322,7",28301,"0,08K","-1,13%"
03.06.2018,29080,28850,29387,28808,"0,03K","0,80%"
02.06.2018,28850,28383,29278,28315,"0,04K","1,65%"
01.06.2018,28383,28249,28650,28015,"0,06K","0,47%"
31.05.2018,28249,28018,28599,27780,"0,05K","0,82%"
30.05.2018,28018,28400,29000,27700,"0,08K","-1,35%"
29.05.2018,28400,27040,"28776,2",26307,"0,10K","5,19%"
28.05.2018,27000,"27350,1",27805,27000,"0,05K","-1,28%"
27.05.2018,"27350,1","27789,6",27990,27260,"0,03K","-1,58%"
26.05.2018,"27789,6",28150,28395,27435,"0,02K","-1,28%"
25.05.2018,28150,28650,28710,27751,"0,07K","-1,75%"
24.05.2018,28650,28021,28940,27228,"0,13K","2,24%"
23.05.2018,28021,29825,30289,27501,"0,19K","-5,97%"
22.05.2018,29800,31473,31500,29400,"0,10K","-5,31%"
21.05.2018,"31472,1",32140,32348,31102,"0,06K","-2,08%"
20.05.2018,32140,31605,32499,"31469,7","0,04K","1,69%"
19.05.2018,31605,31405,31989,31009,"0,03K","0,33%"
18.05.2018,31500,30688,31500,30000,"0,08K","2,65%"
17.05.2018,30688,31399,31500,30310,"0,07K","-2,26%"
16.05.2018,31399,32000,"32388,9",31051,"0,11K","-2,59%"
15.05.2018,"32234,5",32295,32900,31850,"0,13K","-0,19%"
14.05.2018,32295,32530,32900,31420,"0,12K","-1,21%"
13.05.2018,32690,31790,32948,31520,"0,04K","2,83%"
12.05.2018,31790,31329,32500,"30998,2","0,08K","1,47%"
11.05.2018,31329,33090,33677,31000,"0,30K","-5,06%"
10.05.2018,33000,33810,34100,33000,"0,15K","-2,40%"
09.05.2018,33810,"33600,2",34150,33080,"0,11K","0,61%"
08.05.2018,33605,33950,34140,33107,"0,13K","-1,02%"
07.05.2018,33950,34200,34250,33100,"0,12K","-0,73%"
06.05.2018,34200,34795,34928,33555,"0,07K","-0,92%"
05.05.2018,"34518,2","34200,1",35300,34009,"0,14K","0,93%"
04.05.2018,"34200,1",34119,34400,33650,"0,13K","0,24%"
03.05.2018,34119,32470,34499,32300,"0,22K","5,08%"
02.05.2018,32470,"32020,2","32799,9","31800,9","0,10K","1,40%"
01.05.2018,"32020,2",32430,32650,31790,"0,06K","-1,26%"
30.04.2018,32430,32599,32870,32204,"0,08K","-0,52%"
29.04.2018,32599,32159,32900,32150,"0,04K","1,37%"
28.04.2018,32159,31700,32700,31650,"0,04K","1,45%"
27.04.2018,31700,32640,"32992,2",31600,"0,11K","-2,88%"
26.04.2018,32640,31497,33050,30800,"0,18K","3,63%"
25.04.2018,31497,33803,34000,30000,"0,40K","-6,82%"
24.04.2018,33803,30797,34000,30754,"0,33K","9,76%"
23.04.2018,30797,"30197,1",30890,29980,"0,13K","1,99%"
22.04.2018,"30197,1",30090,30488,29900,"0,06K","0,36%"
21.04.2018,30090,30500,30500,29316,"0,12K","-1,34%"
20.04.2018,30500,"28178,9",30500,"28002,1","0,24K","8,24%"
19.04.2018,"28178,9",27765,28400,27650,"0,12K","1,49%"
18.04.2018,27765,27470,27939,27216,"0,11K","1,07%"
17.04.2018,27470,27350,27980,27111,"0,10K","0,44%"
16.04.2018,27350,28200,28450,26900,"0,13K","-3,01%"
15.04.2018,28200,27150,28490,27010,"0,10K","3,87%"
14.04.2018,27150,26850,27675,26800,"0,07K","1,12%"
13.04.2018,26850,"26947,9",28301,26055,"0,30K","-0,36%"
12.04.2018,"26947,9",23900,27000,23600,"0,35K","12,75%"
11.04.2018,23900,23405,24299,23400,"0,10K","2,11%"
10.04.2018,23405,"23474,9","23885,7","23164,7","0,10K","-0,30%"
09.04.2018,"23474,9","23979,6","24502,3","23106,4","0,13K","-2,10%"
08.04.2018,"23979,6","23582,9",24150,"23568,6","0,05K","1,68%"
07.04.2018,"23582,9",22988,"24161,6",22771,"0,09K","2,59%"
06.04.2018,22988,23240,23597,22550,"0,13K","-1,08%"
05.04.2018,23240,23776,24368,22800,"0,22K","-2,25%"
04.04.2018,23776,25549,25765,23112,"0,23K","-6,94%"
03.04.2018,25549,24323,27599,24100,"0,37K","5,04%"
02.04.2018,24323,"23400,2",24788,"23400,2","0,15K","3,94%"
01.04.2018,"23400,2","24149,6",24480,23060,"0,08K","-3,10%"
31.03.2018,"24149,6",23700,25100,"23539,6","0,08K","1,90%"
30.03.2018,23700,24676,24890,23000,"0,19K","-3,96%"
29.03.2018,24676,27000,27279,24400,"0,29K","-8,10%"
28.03.2018,26850,27000,27600,26700,"0,09K","-0,56%"
27.03.2018,27000,28100,28350,26900,"0,12K","-3,91%"
26.03.2018,28100,"28967,7",29300,26515,"0,28K","-3,00%"
25.03.2018,"28967,7","29299,8",29440,"28888,5","0,04K","-1,13%"
24.03.2018,"29299,8",29530,29845,29009,"0,06K","-0,78%"
23.03.2018,29530,"29198,9","29845,6",28100,"0,12K","1,13%"
22.03.2018,"29198,9","29948,9",30499,28190,"0,15K","-2,50%"
21.03.2018,"29948,9",29609,30900,28601,"0,23K","1,15%"
20.03.2018,29609,28336,29980,27700,"0,21K","4,49%"
19.03.2018,28336,27350,29280,26046,"0,30K","3,61%"
18.03.2018,27350,26700,27600,"24710,9","0,23K","2,43%"
17.03.2018,26700,27352,27980,"25890,9","0,13K","-2,38%"
16.03.2018,27352,26893,28999,26201,"0,20K","1,71%"
15.03.2018,26893,26630,27900,25000,"0,26K","0,99%"
14.03.2018,26630,30349,"30699,1",25439,"0,45K","-12,25%"
13.03.2018,30349,30840,31195,29751,"0,13K","-1,59%"
12.03.2018,30840,30950,32500,29701,"0,19K","-0,36%"
11.03.2018,30950,30334,32699,"29050,1","0,16K","2,03%"
10.03.2018,30334,31500,33289,29945,"0,16K","-3,70%"
09.03.2018,31500,31200,32000,28650,"0,34K","0,96%"
08.03.2018,31200,33500,34500,30990,"0,27K","-6,87%"
07.03.2018,33500,35500,36399,32102,"0,37K","-5,63%"
06.03.2018,35500,"38007,1",38100,35305,"0,29K","-6,60%"
05.03.2018,"38007,1",37301,38424,37117,"0,16K","1,89%"
04.03.2018,37301,37638,37679,36700,"0,07K","-0,90%"
03.03.2018,37638,"36201,2",37800,"36201,2","0,13K","3,97%"
02.03.2018,"36201,2",35975,36500,35642,"0,15K","0,63%"
01.03.2018,35975,34500,36200,34450,"0,17K","4,28%"
28.02.2018,34500,35450,36100,34012,"0,18K","-2,68%"
27.02.2018,35450,"33996,9",35999,33500,"0,21K","4,27%"
26.02.2018,"33996,9",32260,34500,31850,"0,21K","5,38%"
25.02.2018,32260,32350,33497,31511,"0,08K","-0,28%"
24.02.2018,32350,"34010,7",34899,32000,"0,12K","-4,88%"
23.02.2018,"34010,7","33355,6",35200,32000,"0,26K","1,96%"
22.02.2018,"33355,6",35500,37200,32000,"0,35K","-6,04%"
21.02.2018,35500,37788,38899,34202,"0,53K","-6,05%"
20.02.2018,37788,37250,39500,37250,"0,38K","1,44%"
19.02.2018,37250,35699,37999,35000,"0,26K","4,34%"
18.02.2018,35699,37000,38043,35000,"0,34K","-3,52%"
17.02.2018,37000,33750,37000,33280,"0,30K","9,63%"
16.02.2018,33750,33799,34094,"29970,9","0,19K","-0,14%"
15.02.2018,33799,31700,34856,31400,"0,47K","6,62%"
14.02.2018,31700,28650,"32000,3",28650,"0,38K","10,65%"
13.02.2018,28650,29000,29100,28320,"0,06K","-1,21%"
12.02.2018,29000,27750,29100,27650,"0,13K","4,50%"
11.02.2018,27750,28490,28500,27200,"0,10K","-2,60%"
10.02.2018,28490,28390,29550,27605,"0,22K","0,35%"
09.02.2018,28390,27500,29100,25600,"0,32K","3,24%"
08.02.2018,27500,24650,28500,24341,"0,35K","11,56%"
07.02.2018,24650,24950,28900,24151,"0,63K","-1,20%"
06.02.2018,24950,22700,25499,20000,"0,91K","9,91%"
05.02.2018,22700,27300,28100,21550,"0,72K","-16,85%"
04.02.2018,27300,"30229,9",30465,26300,"0,22K","-9,69%"
03.02.2018,"30229,9",28699,32998,27750,"0,29K","5,33%"
02.02.2018,28699,27694,32998,19000,"1,12K","3,63%"
01.02.2018,27694,31799,32300,27000,"0,67K","-12,91%"
31.01.2018,31799,"32999,9",33799,30129,"0,32K","-3,64%"
30.01.2018,"32999,9",36000,36200,32500,"0,32K","-8,33%"
29.01.2018,36000,37070,37200,35800,"0,17K","-2,89%"
28.01.2018,37070,36680,38090,36299,"0,10K","1,06%"
27.01.2018,36680,"35897,9",37050,35600,"0,07K","2,18%"
26.01.2018,"35897,9",36798,37200,35280,"0,20K","-2,45%"
25.01.2018,36798,36950,37570,36400,"0,14K","-0,41%"
24.01.2018,36950,36076,37790,35018,"0,17K","2,42%"
23.01.2018,36076,36350,37960,33600,"0,32K","-0,75%"
22.01.2018,36350,38640,39640,34200,"0,42K","-5,93%"
21.01.2018,38640,41616,41830,38250,"0,22K","-7,15%"
20.01.2018,41616,39400,42000,38860,"0,19K","5,62%"
19.01.2018,39400,39000,40800,38001,"0,30K","1,03%"
18.01.2018,39000,38500,41890,36490,"0,55K","1,30%"
17.01.2018,38500,38199,40998,"32000,1","0,91K","0,79%"
16.01.2018,38199,46148,46300,"32301,2","1,14K","-17,23%"
15.01.2018,46148,46202,"47450,3",45600,"0,17K","-0,12%"
14.01.2018,46202,46890,47235,45100,"0,09K","-2,20%"
13.01.2018,"47239,9",45767,47450,45221,"0,14K","3,33%"
12.01.2018,45717,44400,47679,41000,"0,33K","2,74%"
11.01.2018,44499,50000,50200,40001,"0,54K","-11,00%"
10.01.2018,50000,49397,50699,47000,"0,38K","1,22%"
09.01.2018,49397,50900,52900,49000,"0,33K","-2,95%"
08.01.2018,50900,"55099,9",55570,50011,"0,47K","-7,62%"
07.01.2018,"55099,9","56506,2",56798,54711,"0,16K","-2,49%"
06.01.2018,"56506,2",56900,57000,54500,"0,26K","-0,69%"
05.01.2018,56900,52750,57000,52000,"0,52K","8,45%"
04.01.2018,52465,53149,53600,51000,"0,35K","-1,29%"
03.01.2018,53149,51204,53999,50385,"0,35K","3,80%"
02.01.2018,51204,48800,51999,47402,"0,48K","4,82%"
01.01.2018,48850,"48205,6","49181,9",47500,"0,11K","1,34%"
31.12.2017,"48205,6","46499,9",49800,45601,"0,25K","3,67%"
30.12.2017,46500,50400,50500,45101,"0,44K","-7,74%"
29.12.2017,50400,"49999,9",52150,48250,"0,29K","0,80%"
28.12.2017,"49999,9",54899,54900,45500,"0,73K","-8,92%"
27.12.2017,54899,55600,57500,52010,"0,50K","-1,26%"
26.12.2017,55600,51499,57000,50997,"0,56K","7,96%"
25.12.2017,51499,51510,53991,49400,"0,22K","-0,02%"
24.12.2017,51510,"53836,2",54999,47000,"0,60K","-4,94%"
23.12.2017,54189,49000,58000,48102,"0,59K","9,03%"
22.12.2017,49700,58788,59990,"29899,2","1,98K","-15,46%"
21.12.2017,58790,62601,65400,50000,"0,96K","-6,09%"
20.12.2017,62601,67490,68250,62050,"1,00K","-7,24%"
19.12.2017,67490,68900,"69250,1",62001,"0,84K","-1,78%"
18.12.2017,68710,69150,69899,66800,"0,59K","-0,92%"
17.12.2017,69350,69100,69950,66650,"0,52K","0,23%"
16.12.2017,69190,62880,69500,62750,"0,52K","10,53%"
15.12.2017,"62601,1",58830,66500,58500,"1,14K","6,30%"
14.12.2017,58890,56792,"58999,1",56200,"0,49K","4,52%"
13.12.2017,56342,56000,57000,55155,"0,47K","0,61%"
12.12.2017,56000,55600,56846,54500,"0,72K","1,26%"
11.12.2017,"55301,2",52299,57654,"51840,1","0,98K","6,76%"
10.12.2017,51800,51720,53500,48280,"0,77K","0,15%"
09.12.2017,51720,55990,56999,48500,"1,03K","-7,64%"
08.12.2017,55999,56700,"58076,5",48550,"1,42K","-1,45%"
07.12.2017,"56822,9",49312,"57599,9",45900,"1,99K","15,49%"
06.12.2017,49200,43888,49600,"43501,1","1,23K","12,10%"
05.12.2017,43888,42699,44000,42160,"0,53K","2,78%"
04.12.2017,42699,42300,42927,42000,"0,40K","0,24%"
03.12.2017,42596,41800,"43113,4",41301,"0,59K","1,90%"
02.12.2017,41800,40680,41997,40600,"0,34K","2,75%"
01.12.2017,40680,39248,"41000,1",37101,"0,78K","3,65%"
30.11.2017,39248,38992,41000,36000,"1,13K","0,66%"
29.11.2017,38992,37650,44979,33500,"2,58K","3,43%"
28.11.2017,37700,34650,38000,"34348,6","0,72K","8,80%"
27.11.2017,34650,33301,34965,33301,"0,47K","3,82%"
26.11.2017,33374,31220,34910,31150,"0,73K","6,96%"
25.11.2017,31201,29290,31500,"29000,1","0,50K","6,52%"
24.11.2017,29290,29140,29449,28399,"0,38K","0,65%"
23.11.2017,29101,29400,29450,29001,"0,35K","-1,02%"
22.11.2017,29400,29050,29600,28850,"0,29K","1,20%"
21.11.2017,29050,29350,29600,28005,"0,60K","-1,36%"
20.11.2017,29450,27400,29613,27202,"0,52K","7,09%"
19.11.2017,27500,26750,27600,26412,"0,27K","2,80%"
18.11.2017,26750,"26789,9","26789,9",26150,"0,28K","-0,15%"
17.11.2017,"26789,9",26600,26940,26000,"0,42K","0,71%"
16.11.2017,26600,25040,26998,"24800,1","0,76K","6,23%"
15.11.2017,25040,23608,25100,23608,"0,46K","6,07%"
14.11.2017,23608,23730,"24224,5",23500,"0,34K","-0,51%"
13.11.2017,23730,"21355,1",24500,21000,"0,79K","11,12%"
12.11.2017,"21355,1","22695,9",23500,19500,"0,83K","-5,91%"
11.11.2017,"22695,9","23893,9",24249,"22300,1","0,63K","-5,01%"
10.11.2017,"23893,9",25200,25320,22500,"0,88K","-4,99%"
09.11.2017,25150,25459,25700,25000,"0,30K","-1,57%"
08.11.2017,25550,24329,25900,"24110,2","0,82K","5,79%"
07.11.2017,24152,23328,"25155,9",23112,"0,51K","3,53%"
06.11.2017,23328,25520,25520,22500,"0,79K","-8,59%"
05.11.2017,25520,25027,25700,25000,"0,19K","1,97%"
04.11.2017,25027,25179,25498,"24685,1","0,31K","-1,54%"
03.11.2017,25419,"23921,2",25980,23808,"0,59K","6,26%"
02.11.2017,"23921,2",23400,24780,23300,"0,52K","2,23%"
01.11.2017,23400,21950,23899,21800,"0,71K","6,61%"
31.10.2017,21950,20220,21972,20206,"0,61K","8,56%"
30.10.2017,20220,19749,20499,19501,"0,39K","2,38%"
29.10.2017,19749,"19267,9","19826,9",19100,"0,19K","2,50%"
28.10.2017,"19267,9",19050,"19323,9",19050,"0,11K","1,14%"
27.10.2017,19050,19025,19399,18900,"0,31K","0,11%"
26.10.2017,19030,18500,19060,18390,"0,34K","2,86%"
25.10.2017,18500,18498,18500,17659,"0,35K","2,77%"
24.10.2017,18001,19090,19100,17656,"0,46K","-5,70%"
23.10.2017,19090,"18680,9",19090,18421,"0,44K","2,96%"
22.10.2017,18541,18519,18847,"18221,2","0,16K","0,12%"
21.10.2017,18519,18106,19000,17950,"0,33K","2,09%"
20.10.2017,18140,17396,18500,17022,"0,59K","4,28%"
19.10.2017,17396,17100,17400,16900,"0,29K","1,73%"
18.10.2017,17100,17349,17400,16512,"0,45K","-1,44%"
17.10.2017,17349,17440,17500,17000,"0,33K","-0,52%"
16.10.2017,17440,17100,17450,16800,"0,28K","1,99%"
15.10.2017,17100,17649,17700,15400,"0,43K","-3,11%"
14.10.2017,17649,17590,17770,17420,"0,30K","0,34%"
13.10.2017,17590,16850,17798,16730,"0,64K","4,39%"
12.10.2017,16850,"15898,8",16890,15795,"0,38K","5,98%"
11.10.2017,"15898,8",15415,"15909,9",15300,"0,25K","3,14%"
10.10.2017,15415,15375,15700,15230,"0,36K","0,26%"
09.10.2017,15375,14950,15500,14650,"0,41K","2,84%"
08.10.2017,14950,14639,14985,14550,"0,18K","2,12%"
07.10.2017,14639,14452,14700,"14422,1","0,17K","1,29%"
06.10.2017,14452,14400,14600,14230,"0,28K","0,36%"
05.10.2017,14400,14270,14550,14065,"0,28K","0,91%"
04.10.2017,14270,"14542,6",14580,14010,"0,27K","-0,97%"
03.10.2017,14410,14680,14750,"14280,9","0,30K","-1,34%"
02.10.2017,14605,14420,14900,"14353,2","0,37K","1,28%"
01.10.2017,14420,14250,14489,14110,"0,10K","1,20%"
30.09.2017,"14249,5",13900,"14249,5",13750,"0,11K","2,51%"
